year_of_diagnosis,age_group,adjusted_ajcc_6th_stage,tumor_site,Age
1996,55-64 yrs,0,Lower-inner quadrant,0
1996,55-64 yrs,0,Lower-outer quadrant,0
1996,55-64 yrs,0,Nipple,4
1996,55-64 yrs,0,Overlapping lesion,1
1996,55-64 yrs,0,Upper-inner quadrant,0
1996,55-64 yrs,0,Upper-outer quadrant,0
1996,55-64 yrs,I,Axillary tail,16
1996,55-64 yrs,I,"Breast, NOS",194
1996,55-64 yrs,I,Central portion,82
1996,55-64 yrs,I,Lower-inner quadrant,79
1996,55-64 yrs,I,Lower-outer quadrant,94
1996,55-64 yrs,I,Nipple,5
1996,55-64 yrs,I,Overlapping lesion,259
1996,55-64 yrs,I,Upper-inner quadrant,143
1996,55-64 yrs,I,Upper-outer quadrant,485
1996,55-64 yrs,II,Axillary tail,6
1996,55-64 yrs,II,"Breast, NOS",102
1996,55-64 yrs,II,Central portion,51
1996,55-64 yrs,II,Lower-inner quadrant,42
1996,55-64 yrs,II,Lower-outer quadrant,53
1996,55-64 yrs,II,Nipple,5
1996,55-64 yrs,II,Overlapping lesion,139
1996,55-64 yrs,II,Upper-inner quadrant,56
1996,55-64 yrs,II,Upper-outer quadrant,264
1996,55-64 yrs,III,Axillary tail,7
1996,55-64 yrs,III,"Breast, NOS",69
1996,55-64 yrs,III,Central portion,44
1996,55-64 yrs,III,Lower-inner quadrant,14
1996,55-64 yrs,III,Lower-outer quadrant,27
1996,55-64 yrs,III,Nipple,3
1996,55-64 yrs,III,Overlapping lesion,64
1996,55-64 yrs,III,Upper-inner quadrant,23
1996,55-64 yrs,III,Upper-outer quadrant,96
1996,55-64 yrs,IV,Axillary tail,1
1996,55-64 yrs,IV,"Breast, NOS",53
1996,55-64 yrs,IV,Central portion,7
1996,55-64 yrs,IV,Lower-inner quadrant,7
1996,55-64 yrs,IV,Lower-outer quadrant,3
1996,55-64 yrs,IV,Nipple,3
1996,55-64 yrs,IV,Overlapping lesion,18
1996,55-64 yrs,IV,Upper-inner quadrant,2
1996,55-64 yrs,IV,Upper-outer quadrant,24
1996,55-64 yrs,Unknown,Axillary tail,2
1996,55-64 yrs,Unknown,"Breast, NOS",138
1996,55-64 yrs,Unknown,Central portion,20
1996,55-64 yrs,Unknown,Lower-inner quadrant,10
1996,55-64 yrs,Unknown,Lower-outer quadrant,22
1996,55-64 yrs,Unknown,Nipple,3
1996,55-64 yrs,Unknown,Overlapping lesion,45
1996,55-64 yrs,Unknown,Upper-inner quadrant,20
1996,55-64 yrs,Unknown,Upper-outer quadrant,97
1996,65-74 yrs,0,Axillary tail,0
1996,65-74 yrs,0,"Breast, NOS",1
1996,65-74 yrs,0,Central portion,0
1996,65-74 yrs,0,Lower-inner quadrant,0
1996,65-74 yrs,0,Lower-outer quadrant,0
1996,65-74 yrs,0,Nipple,4
1996,65-74 yrs,0,Overlapping lesion,0
1996,65-74 yrs,0,Upper-inner quadrant,0
1996,65-74 yrs,0,Upper-outer quadrant,1
1996,65-74 yrs,I,Axillary tail,12
1996,65-74 yrs,I,"Breast, NOS",184
1996,65-74 yrs,I,Central portion,104
1996,65-74 yrs,I,Lower-inner quadrant,124
1996,65-74 yrs,I,Lower-outer quadrant,104
1996,65-74 yrs,I,Nipple,9
1996,65-74 yrs,I,Overlapping lesion,274
1996,65-74 yrs,I,Upper-inner quadrant,165
1996,65-74 yrs,I,Upper-outer quadrant,594
1996,65-74 yrs,II,Axillary tail,7
1996,65-74 yrs,II,"Breast, NOS",98
1996,65-74 yrs,II,Central portion,57
1996,65-74 yrs,II,Lower-inner quadrant,46
1996,65-74 yrs,II,Lower-outer quadrant,45
1996,65-74 yrs,II,Nipple,9
1996,65-74 yrs,II,Overlapping lesion,143
1996,65-74 yrs,II,Upper-inner quadrant,65
1996,65-74 yrs,II,Upper-outer quadrant,292
1996,65-74 yrs,III,Axillary tail,3
1996,65-74 yrs,III,"Breast, NOS",69
1996,65-74 yrs,III,Central portion,30
1996,65-74 yrs,III,Lower-inner quadrant,9
1996,65-74 yrs,III,Lower-outer quadrant,23
1996,65-74 yrs,III,Nipple,5
1996,65-74 yrs,III,Overlapping lesion,76
1996,65-74 yrs,III,Upper-inner quadrant,10
1996,65-74 yrs,III,Upper-outer quadrant,99
1996,65-74 yrs,IV,Axillary tail,2
1996,65-74 yrs,IV,"Breast, NOS",68
1996,65-74 yrs,IV,Central portion,9
1996,65-74 yrs,IV,Lower-inner quadrant,3
1996,65-74 yrs,IV,Lower-outer quadrant,7
1996,65-74 yrs,IV,Nipple,0
1996,65-74 yrs,IV,Overlapping lesion,29
1996,65-74 yrs,IV,Upper-inner quadrant,4
1996,65-74 yrs,IV,Upper-outer quadrant,32
1996,65-74 yrs,Unknown,Axillary tail,2
1996,65-74 yrs,Unknown,"Breast, NOS",149
1996,65-74 yrs,Unknown,Central portion,30
1996,65-74 yrs,Unknown,Lower-inner quadrant,32
1996,65-74 yrs,Unknown,Lower-outer quadrant,24
1996,65-74 yrs,Unknown,Nipple,5
1996,65-74 yrs,Unknown,Overlapping lesion,69
1996,65-74 yrs,Unknown,Upper-inner quadrant,26
1996,65-74 yrs,Unknown,Upper-outer quadrant,113
1996,75-84 yrs,0,Axillary tail,0
1996,75-84 yrs,0,"Breast, NOS",0
1996,75-84 yrs,0,Central portion,0
1996,75-84 yrs,0,Lower-inner quadrant,0
1996,75-84 yrs,0,Lower-outer quadrant,0
1996,75-84 yrs,0,Nipple,3
1996,75-84 yrs,0,Overlapping lesion,0
1996,75-84 yrs,0,Upper-inner quadrant,0
1996,75-84 yrs,0,Upper-outer quadrant,0
1996,75-84 yrs,I,Axillary tail,12
1996,75-84 yrs,I,"Breast, NOS",167
1996,75-84 yrs,I,Central portion,80
1996,75-84 yrs,I,Lower-inner quadrant,67
1996,75-84 yrs,I,Lower-outer quadrant,71
1996,75-84 yrs,I,Nipple,5
1996,75-84 yrs,I,Overlapping lesion,219
1996,75-84 yrs,I,Upper-inner quadrant,111
1996,75-84 yrs,I,Upper-outer quadrant,403
1996,75-84 yrs,II,Axillary tail,7
1996,75-84 yrs,II,"Breast, NOS",102
1996,75-84 yrs,II,Central portion,50
1996,75-84 yrs,II,Lower-inner quadrant,30
1996,75-84 yrs,II,Lower-outer quadrant,45
1996,75-84 yrs,II,Nipple,7
1996,75-84 yrs,II,Overlapping lesion,122
1996,75-84 yrs,II,Upper-inner quadrant,68
1996,75-84 yrs,II,Upper-outer quadrant,252
1996,75-84 yrs,III,Axillary tail,6
1996,75-84 yrs,III,"Breast, NOS",57
1996,75-84 yrs,III,Central portion,30
1996,75-84 yrs,III,Lower-inner quadrant,13
1996,75-84 yrs,III,Lower-outer quadrant,12
1996,75-84 yrs,III,Nipple,4
1996,75-84 yrs,III,Overlapping lesion,54
1996,75-84 yrs,III,Upper-inner quadrant,10
1996,75-84 yrs,III,Upper-outer quadrant,86
1996,75-84 yrs,IV,Axillary tail,1
1996,75-84 yrs,IV,"Breast, NOS",77
1996,75-84 yrs,IV,Central portion,4
1996,75-84 yrs,IV,Lower-inner quadrant,7
1996,75-84 yrs,IV,Lower-outer quadrant,5
1996,75-84 yrs,IV,Nipple,3
1996,75-84 yrs,IV,Overlapping lesion,19
1996,75-84 yrs,IV,Upper-inner quadrant,3
1996,75-84 yrs,IV,Upper-outer quadrant,24
1996,75-84 yrs,Unknown,Axillary tail,2
1996,75-84 yrs,Unknown,"Breast, NOS",321
1996,75-84 yrs,Unknown,Central portion,46
1996,75-84 yrs,Unknown,Lower-inner quadrant,43
1996,75-84 yrs,Unknown,Lower-outer quadrant,39
1996,75-84 yrs,Unknown,Nipple,18
1996,75-84 yrs,Unknown,Overlapping lesion,119
1996,75-84 yrs,Unknown,Upper-inner quadrant,45
1996,75-84 yrs,Unknown,Upper-outer quadrant,184
1997,5-14 yrs,0,Axillary tail,0
1997,5-14 yrs,0,"Breast, NOS",0
1997,5-14 yrs,0,Central portion,0
1997,5-14 yrs,0,Lower-inner quadrant,0
1997,5-14 yrs,0,Lower-outer quadrant,0
1997,5-14 yrs,0,Nipple,0
1997,5-14 yrs,0,Overlapping lesion,0
1997,5-14 yrs,0,Upper-inner quadrant,0
1997,5-14 yrs,0,Upper-outer quadrant,0
1997,5-14 yrs,I,Axillary tail,0
1997,5-14 yrs,I,"Breast, NOS",0
1997,5-14 yrs,I,Central portion,0
1997,5-14 yrs,I,Lower-inner quadrant,0
1997,5-14 yrs,I,Lower-outer quadrant,0
1997,5-14 yrs,I,Nipple,0
1997,5-14 yrs,I,Overlapping lesion,0
1997,5-14 yrs,I,Upper-inner quadrant,0
1997,5-14 yrs,I,Upper-outer quadrant,0
1997,5-14 yrs,II,Axillary tail,0
1997,5-14 yrs,II,"Breast, NOS",0
1997,5-14 yrs,II,Central portion,0
1997,5-14 yrs,II,Lower-inner quadrant,0
1997,5-14 yrs,II,Lower-outer quadrant,0
1997,5-14 yrs,II,Nipple,0
1997,5-14 yrs,II,Overlapping lesion,0
1997,5-14 yrs,II,Upper-inner quadrant,0
1997,5-14 yrs,II,Upper-outer quadrant,0
1997,5-14 yrs,III,Axillary tail,0
1997,5-14 yrs,III,"Breast, NOS",0
1997,5-14 yrs,III,Central portion,0
1997,5-14 yrs,III,Lower-inner quadrant,0
1997,5-14 yrs,III,Lower-outer quadrant,0
1997,5-14 yrs,III,Nipple,0
1997,5-14 yrs,III,Overlapping lesion,0
1997,5-14 yrs,III,Upper-inner quadrant,0
1997,5-14 yrs,III,Upper-outer quadrant,0
1997,5-14 yrs,IV,Axillary tail,0
1997,5-14 yrs,IV,"Breast, NOS",0
1997,5-14 yrs,IV,Central portion,0
1997,5-14 yrs,IV,Lower-inner quadrant,0
1997,5-14 yrs,IV,Lower-outer quadrant,0
1997,5-14 yrs,IV,Nipple,0
1997,5-14 yrs,IV,Overlapping lesion,0
1997,5-14 yrs,IV,Upper-inner quadrant,0
1997,5-14 yrs,IV,Upper-outer quadrant,0
1997,5-14 yrs,Unknown,Axillary tail,0
1997,5-14 yrs,Unknown,"Breast, NOS",1
1997,5-14 yrs,Unknown,Central portion,0
1997,5-14 yrs,Unknown,Lower-inner quadrant,0
1997,5-14 yrs,Unknown,Lower-outer quadrant,0
1997,5-14 yrs,Unknown,Nipple,0
1997,5-14 yrs,Unknown,Overlapping lesion,0
1997,5-14 yrs,Unknown,Upper-inner quadrant,0
1997,5-14 yrs,Unknown,Upper-outer quadrant,0
1997,15-24 yrs,0,Axillary tail,0
1997,15-24 yrs,0,"Breast, NOS",0
1997,15-24 yrs,0,Central portion,0
1997,15-24 yrs,0,Lower-inner quadrant,0
1997,15-24 yrs,0,Lower-outer quadrant,0
1997,15-24 yrs,0,Nipple,0
1997,15-24 yrs,0,Overlapping lesion,0
1997,15-24 yrs,0,Upper-inner quadrant,0
1997,15-24 yrs,0,Upper-outer quadrant,0
1997,15-24 yrs,I,Axillary tail,0
1997,15-24 yrs,I,"Breast, NOS",0
1997,15-24 yrs,I,Central portion,0
1997,15-24 yrs,I,Lower-inner quadrant,1
1997,15-24 yrs,I,Lower-outer quadrant,0
1997,15-24 yrs,I,Nipple,0
1997,15-24 yrs,I,Overlapping lesion,2
1997,15-24 yrs,I,Upper-inner quadrant,1
1997,15-24 yrs,I,Upper-outer quadrant,1
1997,15-24 yrs,II,Axillary tail,0
1997,15-24 yrs,II,"Breast, NOS",1
1997,15-24 yrs,II,Central portion,0
1997,15-24 yrs,II,Lower-inner quadrant,0
1997,15-24 yrs,II,Lower-outer quadrant,0
1997,15-24 yrs,II,Nipple,0
1997,15-24 yrs,II,Overlapping lesion,2
1997,15-24 yrs,II,Upper-inner quadrant,0
1997,15-24 yrs,II,Upper-outer quadrant,2
1997,15-24 yrs,III,Axillary tail,0
1997,15-24 yrs,III,"Breast, NOS",2
1997,15-24 yrs,III,Central portion,0
1997,15-24 yrs,III,Lower-inner quadrant,0
1997,15-24 yrs,III,Lower-outer quadrant,1
1997,15-24 yrs,III,Nipple,0
1997,15-24 yrs,III,Overlapping lesion,0
1997,15-24 yrs,III,Upper-inner quadrant,0
1997,15-24 yrs,III,Upper-outer quadrant,2
1997,15-24 yrs,IV,Axillary tail,0
1997,15-24 yrs,IV,"Breast, NOS",0
1997,15-24 yrs,IV,Central portion,0
1997,15-24 yrs,IV,Lower-inner quadrant,0
1997,15-24 yrs,IV,Lower-outer quadrant,0
1997,15-24 yrs,IV,Nipple,0
1997,15-24 yrs,IV,Overlapping lesion,0
1997,15-24 yrs,IV,Upper-inner quadrant,1
1997,15-24 yrs,IV,Upper-outer quadrant,0
1997,15-24 yrs,Unknown,Axillary tail,0
1997,15-24 yrs,Unknown,"Breast, NOS",0
1997,15-24 yrs,Unknown,Central portion,0
1997,15-24 yrs,Unknown,Lower-inner quadrant,0
1997,15-24 yrs,Unknown,Lower-outer quadrant,0
1997,15-24 yrs,Unknown,Nipple,0
1997,15-24 yrs,Unknown,Overlapping lesion,0
1997,15-24 yrs,Unknown,Upper-inner quadrant,1
1997,15-24 yrs,Unknown,Upper-outer quadrant,1
1997,25-34 yrs,0,Axillary tail,0
1997,25-34 yrs,0,"Breast, NOS",0
1997,25-34 yrs,0,Central portion,0
1997,25-34 yrs,0,Lower-inner quadrant,0
1997,25-34 yrs,0,Lower-outer quadrant,0
1997,25-34 yrs,0,Nipple,0
1997,25-34 yrs,0,Overlapping lesion,0
1997,25-34 yrs,0,Upper-inner quadrant,0
1997,25-34 yrs,0,Upper-outer quadrant,0
1997,25-34 yrs,I,Axillary tail,3
1997,25-34 yrs,I,"Breast, NOS",13
1997,25-34 yrs,I,Central portion,6
1997,25-34 yrs,I,Lower-inner quadrant,7
1997,25-34 yrs,I,Lower-outer quadrant,8
1997,25-34 yrs,I,Nipple,0
1997,25-34 yrs,I,Overlapping lesion,13
1997,25-34 yrs,I,Upper-inner quadrant,10
1997,25-34 yrs,I,Upper-outer quadrant,37
1997,25-34 yrs,II,Axillary tail,2
1997,25-34 yrs,II,"Breast, NOS",13
1997,25-34 yrs,II,Central portion,8
1997,25-34 yrs,II,Lower-inner quadrant,9
1997,25-34 yrs,II,Lower-outer quadrant,8
1997,25-34 yrs,II,Nipple,1
1997,25-34 yrs,II,Overlapping lesion,40
1997,25-34 yrs,II,Upper-inner quadrant,16
1997,25-34 yrs,II,Upper-outer quadrant,45
1997,25-34 yrs,III,Axillary tail,0
1997,25-34 yrs,III,"Breast, NOS",14
1997,25-34 yrs,III,Central portion,3
1997,25-34 yrs,III,Lower-inner quadrant,3
1997,25-34 yrs,III,Lower-outer quadrant,10
1997,25-34 yrs,III,Nipple,1
1997,25-34 yrs,III,Overlapping lesion,19
1997,25-34 yrs,III,Upper-inner quadrant,4
1997,25-34 yrs,III,Upper-outer quadrant,26
1997,25-34 yrs,IV,Axillary tail,0
1997,25-34 yrs,IV,"Breast, NOS",3
1997,25-34 yrs,IV,Central portion,1
1997,25-34 yrs,IV,Lower-inner quadrant,0
1997,25-34 yrs,IV,Lower-outer quadrant,1
1997,25-34 yrs,IV,Nipple,0
1997,25-34 yrs,IV,Overlapping lesion,5
1997,25-34 yrs,IV,Upper-inner quadrant,0
1997,25-34 yrs,IV,Upper-outer quadrant,4
1997,25-34 yrs,Unknown,Axillary tail,1
1997,25-34 yrs,Unknown,"Breast, NOS",20
1997,25-34 yrs,Unknown,Central portion,1
1997,25-34 yrs,Unknown,Lower-inner quadrant,3
1997,25-34 yrs,Unknown,Lower-outer quadrant,7
1997,25-34 yrs,Unknown,Nipple,2
1997,25-34 yrs,Unknown,Overlapping lesion,8
1997,25-34 yrs,Unknown,Upper-inner quadrant,2
1997,25-34 yrs,Unknown,Upper-outer quadrant,15
1997,35-44 yrs,0,Axillary tail,0
1997,35-44 yrs,0,"Breast, NOS",0
1997,35-44 yrs,0,Central portion,0
1997,35-44 yrs,0,Lower-inner quadrant,0
1997,35-44 yrs,0,Lower-outer quadrant,0
1997,35-44 yrs,0,Nipple,1
1997,35-44 yrs,0,Overlapping lesion,0
1997,35-44 yrs,0,Upper-inner quadrant,0
1997,35-44 yrs,0,Upper-outer quadrant,0
1997,35-44 yrs,I,Axillary tail,8
1997,35-44 yrs,I,"Breast, NOS",83
1997,35-44 yrs,I,Central portion,34
1997,35-44 yrs,I,Lower-inner quadrant,37
1997,35-44 yrs,I,Lower-outer quadrant,45
1997,35-44 yrs,I,Nipple,1
1997,35-44 yrs,I,Overlapping lesion,132
1997,35-44 yrs,I,Upper-inner quadrant,76
1997,35-44 yrs,I,Upper-outer quadrant,249
1997,35-44 yrs,II,Axillary tail,6
1997,35-44 yrs,II,"Breast, NOS",55
1997,35-44 yrs,II,Central portion,39
1997,35-44 yrs,II,Lower-inner quadrant,32
1997,35-44 yrs,II,Lower-outer quadrant,42
1997,35-44 yrs,II,Nipple,4
1997,35-44 yrs,II,Overlapping lesion,112
1997,35-44 yrs,II,Upper-inner quadrant,49
1997,35-44 yrs,II,Upper-outer quadrant,235
1997,35-44 yrs,III,Axillary tail,3
1997,35-44 yrs,III,"Breast, NOS",64
1997,35-44 yrs,III,Central portion,11
1997,35-44 yrs,III,Lower-inner quadrant,5
1997,35-44 yrs,III,Lower-outer quadrant,15
1997,35-44 yrs,III,Nipple,0
1997,35-44 yrs,III,Overlapping lesion,52
1997,35-44 yrs,III,Upper-inner quadrant,18
1997,35-44 yrs,III,Upper-outer quadrant,93
1997,35-44 yrs,IV,Axillary tail,0
1997,35-44 yrs,IV,"Breast, NOS",25
1997,35-44 yrs,IV,Central portion,2
1997,35-44 yrs,IV,Lower-inner quadrant,3
1997,35-44 yrs,IV,Lower-outer quadrant,1
1997,35-44 yrs,IV,Nipple,1
1997,35-44 yrs,IV,Overlapping lesion,10
1997,35-44 yrs,IV,Upper-inner quadrant,2
1997,35-44 yrs,IV,Upper-outer quadrant,12
1997,35-44 yrs,Unknown,Axillary tail,1
1997,35-44 yrs,Unknown,"Breast, NOS",90
1997,35-44 yrs,Unknown,Central portion,8
1997,35-44 yrs,Unknown,Lower-inner quadrant,5
1997,35-44 yrs,Unknown,Lower-outer quadrant,8
1997,35-44 yrs,Unknown,Nipple,3
1997,35-44 yrs,Unknown,Overlapping lesion,35
1997,35-44 yrs,Unknown,Upper-inner quadrant,8
1997,35-44 yrs,Unknown,Upper-outer quadrant,64
1997,45-54 yrs,0,Axillary tail,0
1997,45-54 yrs,0,"Breast, NOS",0
1997,45-54 yrs,0,Central portion,1
1997,45-54 yrs,0,Lower-inner quadrant,0
1997,45-54 yrs,0,Lower-outer quadrant,0
1997,45-54 yrs,0,Nipple,3
1997,45-54 yrs,0,Overlapping lesion,0
1997,45-54 yrs,0,Upper-inner quadrant,0
1997,45-54 yrs,0,Upper-outer quadrant,0
1997,45-54 yrs,I,Axillary tail,8
1997,45-54 yrs,I,"Breast, NOS",158
1997,45-54 yrs,I,Central portion,87
1997,45-54 yrs,I,Lower-inner quadrant,81
1997,45-54 yrs,I,Lower-outer quadrant,76
1997,45-54 yrs,I,Nipple,12
1997,45-54 yrs,I,Overlapping lesion,289
1997,45-54 yrs,I,Upper-inner quadrant,174
1997,45-54 yrs,I,Upper-outer quadrant,538
1997,45-54 yrs,II,Axillary tail,6
1997,45-54 yrs,II,"Breast, NOS",126
1997,45-54 yrs,II,Central portion,72
1997,45-54 yrs,II,Lower-inner quadrant,62
1997,45-54 yrs,II,Lower-outer quadrant,77
1997,45-54 yrs,II,Nipple,3
1997,45-54 yrs,II,Overlapping lesion,205
1997,45-54 yrs,II,Upper-inner quadrant,99
1997,45-54 yrs,II,Upper-outer quadrant,405
1997,45-54 yrs,III,Axillary tail,7
1997,45-54 yrs,III,"Breast, NOS",89
1997,45-54 yrs,III,Central portion,40
1997,45-54 yrs,III,Lower-inner quadrant,18
1997,45-54 yrs,III,Lower-outer quadrant,28
1997,45-54 yrs,III,Nipple,4
1997,45-54 yrs,III,Overlapping lesion,90
1997,45-54 yrs,III,Upper-inner quadrant,22
1997,45-54 yrs,III,Upper-outer quadrant,149
1997,45-54 yrs,IV,Axillary tail,1
1997,45-54 yrs,IV,"Breast, NOS",41
1997,45-54 yrs,IV,Central portion,13
1997,45-54 yrs,IV,Lower-inner quadrant,5
1997,45-54 yrs,IV,Lower-outer quadrant,8
1997,45-54 yrs,IV,Nipple,2
1997,45-54 yrs,IV,Overlapping lesion,22
1997,45-54 yrs,IV,Upper-inner quadrant,2
1997,45-54 yrs,IV,Upper-outer quadrant,36
1997,45-54 yrs,Unknown,Axillary tail,4
1997,45-54 yrs,Unknown,"Breast, NOS",113
1997,45-54 yrs,Unknown,Central portion,17
1997,45-54 yrs,Unknown,Lower-inner quadrant,12
1997,45-54 yrs,Unknown,Lower-outer quadrant,19
1997,45-54 yrs,Unknown,Nipple,4
1997,45-54 yrs,Unknown,Overlapping lesion,56
1997,45-54 yrs,Unknown,Upper-inner quadrant,20
1997,45-54 yrs,Unknown,Upper-outer quadrant,79
1997,55-64 yrs,0,Axillary tail,0
1997,55-64 yrs,0,"Breast, NOS",0
1997,55-64 yrs,0,Central portion,0
1997,55-64 yrs,0,Lower-inner quadrant,0
1997,55-64 yrs,0,Lower-outer quadrant,0
1997,55-64 yrs,0,Nipple,1
1997,55-64 yrs,0,Overlapping lesion,0
1997,55-64 yrs,0,Upper-inner quadrant,0
1997,55-64 yrs,0,Upper-outer quadrant,0
1997,55-64 yrs,I,Axillary tail,10
1997,55-64 yrs,I,"Breast, NOS",181
1997,55-64 yrs,I,Central portion,92
1997,55-64 yrs,I,Lower-inner quadrant,105
1997,55-64 yrs,I,Lower-outer quadrant,81
1997,55-64 yrs,I,Nipple,5
1997,55-64 yrs,I,Overlapping lesion,280
1997,55-64 yrs,I,Upper-inner quadrant,168
1997,55-64 yrs,I,Upper-outer quadrant,514
1997,55-64 yrs,II,Axillary tail,2
1997,55-64 yrs,II,"Breast, NOS",104
1997,55-64 yrs,II,Central portion,47
1997,55-64 yrs,II,Lower-inner quadrant,41
1997,55-64 yrs,II,Lower-outer quadrant,68
1997,55-64 yrs,II,Nipple,8
1997,55-64 yrs,II,Overlapping lesion,164
1997,55-64 yrs,II,Upper-inner quadrant,80
1997,55-64 yrs,II,Upper-outer quadrant,318
1997,55-64 yrs,III,Axillary tail,5
1997,55-64 yrs,III,"Breast, NOS",88
1997,55-64 yrs,III,Central portion,34
1997,55-64 yrs,III,Lower-inner quadrant,7
1997,55-64 yrs,III,Lower-outer quadrant,25
1997,55-64 yrs,III,Nipple,4
1997,55-64 yrs,III,Overlapping lesion,80
1997,55-64 yrs,III,Upper-inner quadrant,19
1997,55-64 yrs,III,Upper-outer quadrant,120
1997,55-64 yrs,IV,Axillary tail,2
1997,55-64 yrs,IV,"Breast, NOS",51
1997,55-64 yrs,IV,Central portion,7
1997,55-64 yrs,IV,Lower-inner quadrant,2
1997,55-64 yrs,IV,Lower-outer quadrant,8
1997,55-64 yrs,IV,Nipple,0
1997,55-64 yrs,IV,Overlapping lesion,28
1997,55-64 yrs,IV,Upper-inner quadrant,8
1997,55-64 yrs,IV,Upper-outer quadrant,23
1997,55-64 yrs,Unknown,Axillary tail,3
1997,55-64 yrs,Unknown,"Breast, NOS",111
1997,55-64 yrs,Unknown,Central portion,18
1997,55-64 yrs,Unknown,Lower-inner quadrant,15
1997,55-64 yrs,Unknown,Lower-outer quadrant,12
1997,55-64 yrs,Unknown,Nipple,5
1997,55-64 yrs,Unknown,Overlapping lesion,45
1997,55-64 yrs,Unknown,Upper-inner quadrant,22
1997,55-64 yrs,Unknown,Upper-outer quadrant,81
1997,65-74 yrs,0,Axillary tail,0
1997,65-74 yrs,0,"Breast, NOS",0
1997,65-74 yrs,0,Central portion,0
1997,65-74 yrs,0,Lower-inner quadrant,0
1997,65-74 yrs,0,Lower-outer quadrant,0
1997,65-74 yrs,0,Nipple,2
1997,65-74 yrs,0,Overlapping lesion,0
1997,65-74 yrs,0,Upper-inner quadrant,0
1997,65-74 yrs,0,Upper-outer quadrant,0
1997,65-74 yrs,I,Axillary tail,7
1997,65-74 yrs,I,"Breast, NOS",220
1997,65-74 yrs,I,Central portion,117
1997,65-74 yrs,I,Lower-inner quadrant,112
1997,65-74 yrs,I,Lower-outer quadrant,124
1997,65-74 yrs,I,Nipple,9
1997,65-74 yrs,I,Overlapping lesion,328
1997,65-74 yrs,I,Upper-inner quadrant,197
1997,65-74 yrs,I,Upper-outer quadrant,619
1997,65-74 yrs,II,Axillary tail,11
1997,65-74 yrs,II,"Breast, NOS",99
1997,65-74 yrs,II,Central portion,81
1997,65-74 yrs,II,Lower-inner quadrant,42
1997,65-74 yrs,II,Lower-outer quadrant,56
1997,65-74 yrs,II,Nipple,7
1997,65-74 yrs,II,Overlapping lesion,154
1997,65-74 yrs,II,Upper-inner quadrant,73
1997,65-74 yrs,II,Upper-outer quadrant,286
1997,65-74 yrs,III,Axillary tail,5
1997,65-74 yrs,III,"Breast, NOS",56
1997,65-74 yrs,III,Central portion,32
1997,65-74 yrs,III,Lower-inner quadrant,18
1997,65-74 yrs,III,Lower-outer quadrant,19
1997,65-74 yrs,III,Nipple,5
1997,65-74 yrs,III,Overlapping lesion,64
1997,65-74 yrs,III,Upper-inner quadrant,11
1997,65-74 yrs,III,Upper-outer quadrant,100
1997,65-74 yrs,IV,Axillary tail,3
1997,65-74 yrs,IV,"Breast, NOS",59
1997,65-74 yrs,IV,Central portion,8
1997,65-74 yrs,IV,Lower-inner quadrant,5
1997,65-74 yrs,IV,Lower-outer quadrant,5
1997,65-74 yrs,IV,Nipple,0
1997,65-74 yrs,IV,Overlapping lesion,26
1997,65-74 yrs,IV,Upper-inner quadrant,3
1997,65-74 yrs,IV,Upper-outer quadrant,20
1997,65-74 yrs,Unknown,Axillary tail,0
1997,65-74 yrs,Unknown,"Breast, NOS",166
1997,65-74 yrs,Unknown,Central portion,19
1997,65-74 yrs,Unknown,Lower-inner quadrant,24
1997,65-74 yrs,Unknown,Lower-outer quadrant,20
1997,65-74 yrs,Unknown,Nipple,12
1997,65-74 yrs,Unknown,Overlapping lesion,76
1997,65-74 yrs,Unknown,Upper-inner quadrant,32
1997,65-74 yrs,Unknown,Upper-outer quadrant,123
1997,75-84 yrs,0,Axillary tail,0
1997,75-84 yrs,0,"Breast, NOS",0
1997,75-84 yrs,0,Central portion,0
1997,75-84 yrs,0,Lower-inner quadrant,0
1997,75-84 yrs,0,Lower-outer quadrant,0
1997,75-84 yrs,0,Nipple,2
1997,75-84 yrs,0,Overlapping lesion,0
1997,75-84 yrs,0,Upper-inner quadrant,0
1997,75-84 yrs,0,Upper-outer quadrant,1
1997,75-84 yrs,I,Axillary tail,9
1997,75-84 yrs,I,"Breast, NOS",180
1997,75-84 yrs,I,Central portion,74
1997,75-84 yrs,I,Lower-inner quadrant,70
1997,75-84 yrs,I,Lower-outer quadrant,75
1997,75-84 yrs,I,Nipple,12
1997,75-84 yrs,I,Overlapping lesion,246
1997,75-84 yrs,I,Upper-inner quadrant,114
1997,75-84 yrs,I,Upper-outer quadrant,484
1997,75-84 yrs,II,Axillary tail,7
1997,75-84 yrs,II,"Breast, NOS",93
1997,75-84 yrs,II,Central portion,72
1997,75-84 yrs,II,Lower-inner quadrant,32
1997,75-84 yrs,II,Lower-outer quadrant,49
1997,75-84 yrs,II,Nipple,10
1997,75-84 yrs,II,Overlapping lesion,144
1997,75-84 yrs,II,Upper-inner quadrant,55
1997,75-84 yrs,II,Upper-outer quadrant,238
1997,75-84 yrs,III,Axillary tail,2
1997,75-84 yrs,III,"Breast, NOS",63
1997,75-84 yrs,III,Central portion,44
1997,75-84 yrs,III,Lower-inner quadrant,9
1997,75-84 yrs,III,Lower-outer quadrant,12
1997,75-84 yrs,III,Nipple,3
1997,75-84 yrs,III,Overlapping lesion,50
